domain,sld,tld,is_com,length,has_hyphen,has_digit,token_count,cluster_keyword,exact_match,age_years,true_distance,embedding_distance,distance_used,S_k,slope_k,alpha_i,gamma_k,log_price_latent,sale_prob,sold,log_price_obs,price_obs
trustedchat.com,trustedchat,.com,1,11,0,0,1,chat,0,2.2457505621322498,0.0563335763457548,0.3080248832702636,0.3080248832702636,0.75,-1.675,0.4220487673108817,1.9178889113802478,2.213159927001083,0.38917341618567786,0,,
bestchatteam.com,bestchatteam,.com,1,12,0,0,1,chat,0,12.01753043807331,0.2869719111845139,0.3300249576568603,0.3300249576568603,0.75,-1.675,-0.255179343210263,1.8980827127928543,1.3072058435208804,0.2525693030009398,0,,
chatplus.com,chatplus,.com,1,8,0,0,1,chat,0,4.85666220752897,0.0846862054809612,0.2038415273030599,0.2038415273030599,0.75,-1.675,-0.22895125402372876,1.5706356036973805,1.1520755805626237,0.23262514123388997,0,,
trustedchatpro.ai,trustedchatpro,.ai,0,14,0,0,1,chat,0,0.9850276649167456,0.459400361543103,0.1500538984934489,0.1500538984934489,0.75,-1.675,-0.7515511604085292,1.7746049156129855,0.8901029383751475,0.20150283875502017,0,,
globalchatlive.co,globalchatlive,.co,0,14,0,0,1,chat,0,3.713120353895052,0.6685679194734824,0.4065046707789103,0.4065046707789103,0.75,-1.675,-0.05693307219071768,1.7868279177964839,0.7742759126913232,0.18877235991265662,1,0.9151464038939076,2.49714081628335
fastchatapp.com,fastchatapp,.com,1,11,0,0,1,chat,0,2.2320671320251697,0.574468503491963,0.2495515346527099,0.2495515346527099,0.75,-1.675,-0.37184504415084707,1.6598321141818424,1.3755547853017813,0.2617076872960998,0,,
chatlocal24.net,chatlocal24,.net,0,11,0,1,1,chat,0,5.537039661877388,0.4137100396877735,0.5026060342788696,0.5026060342788696,0.75,-1.675,-0.1853037995781258,1.807534644658585,0.6949824262856754,0.1804188534430044,0,,
simple-chat-guide.com,simple-chat-guide,.com,1,17,1,0,3,chat,0,2.0636733138950394,0.2795314684501749,0.3932929039001465,0.3932929039001465,0.75,-1.675,-0.3069012723586559,1.8999006217928405,2.0897906753979516,0.368851622067486,1,2.161876982616964,8.687428517164182
lawyers.com,lawyers,.com,1,7,0,0,1,lawyers,1,3.099243765504581,0.0,0.0,0.0,0.7103713203404822,-1.639334188306434,-0.032991893988394944,1.6813716275051387,1.9311539799887498,0.3433970333215537,0,,
lawyers-today.com,lawyers-today,.com,1,13,1,0,2,lawyers,0,4.495120015695956,0.3092476871222084,0.1012133558591207,0.1012133558591207,0.7103713203404822,-1.639334188306434,-0.6152049369748209,1.7952091313675758,1.0675541372918338,0.2222310137587219,1,1.2764423515628611,3.5838668799897246
lawyersservice.com,lawyersservice,.com,1,14,0,0,1,lawyers,0,5.581475212777764,0.2186079103461853,0.1199771960576375,0.1199771960576375,0.7103713203404822,-1.639334188306434,-0.5134658358868467,1.6950311780886709,1.4620735246237748,0.27357716676268884,1,1.4161259959455974,4.121124223602191
modernlawyersassist1.ai,modernlawyersassist1,.ai,0,20,0,1,1,lawyers,0,1.615787018235159,0.5822199889694091,0.2638802925745646,0.2638802925745646,0.7103713203404822,-1.639334188306434,0.7452364892099043,1.7145440943780117,1.5426090192897566,0.28492250579987594,0,,
smartlawyersassist.com,smartlawyersassist,.com,1,18,0,0,1,lawyers,0,2.7163776827955943,0.3022528889619665,0.1807403564453125,0.1807403564453125,0.7103713203404822,-1.639334188306434,-0.45059790344591083,1.8864885470059887,0.9271404193656543,0.20570665330673726,0,,
global-lawyers-site.com,global-lawyers-site,.com,1,19,1,0,3,lawyers,0,2.496857180692986,0.3905713936839003,0.2589343984921773,0.2589343984921773,0.7103713203404822,-1.639334188306434,-0.38387495245912384,1.72489243066344,1.1391815297882788,0.2310178229726786,0,,
lawyerssolutions.com,lawyerssolutions,.com,1,16,0,0,1,lawyers,0,2.24342218335765,0.195244506209107,0.1386767625808715,0.1386767625808715,0.7103713203404822,-1.639334188306434,0.6429197349124599,1.8052740553932358,2.5763224486838996,0.45101406764513435,1,2.5212441358146362,12.444069148753055
modernlawyersteam.com,modernlawyersteam,.com,1,17,0,0,1,lawyers,0,9.576120427699994,0.3072681343392907,0.3126613299051921,0.3126613299051921,0.7103713203404822,-1.639334188306434,1.0167735092341423,1.6185996069875068,2.454833671449831,0.4300575313454112,0,,
lawyersexpert.net,lawyersexpert,.net,0,13,0,0,1,lawyers,0,4.233330462203555,0.7363710035725836,0.1527806123097737,0.1527806123097737,0.7103713203404822,-1.639334188306434,-0.41004832008886954,1.9172824611839763,1.2251900307788355,0.24188604600410363,1,1.204934787147283,3.3365414855840956
trustedlawyersapp.com,trustedlawyersapp,.com,1,17,0,0,1,lawyers,0,1.5581038908264278,0.2438272271145114,0.2322681744893392,0.2322681744893392,0.7103713203404822,-1.639334188306434,-0.1288871348758107,1.8165092519769057,1.417388552493276,0.26740512713647835,1,1.5437088014204672,4.681922430913455
expertlawyers.com,expertlawyers,.com,1,13,0,0,1,lawyers,0,5.75873117447475,0.4223782438950301,0.1067745685577392,0.1067745685577392,0.7103713203404822,-1.639334188306434,0.11954444282917834,1.753697068860365,2.1153920749759503,0.37303334440423835,0,,
locallawyersnow.net,locallawyersnow,.net,0,15,0,0,1,lawyers,0,11.86145085894277,0.3632799997356333,0.209920605023702,0.209920605023702,0.7103713203404822,-1.639334188306434,0.6050441755419573,1.8143407770723774,1.9358235909253758,0.34413442816975603,0,,
onlinelawyerssolutions.net,onlinelawyerssolutions,.net,0,22,0,0,1,lawyers,0,6.168644713481823,0.6434202476344438,0.2629666527112325,0.2629666527112325,0.7103713203404822,-1.639334188306434,-0.3453999774498831,1.655511501956561,0.598659006396832,0.17066258092524494,0,,
fastlawyers.com,fastlawyers,.com,1,11,0,0,1,lawyers,0,1.3342615869383907,0.391679695685445,0.2334895730018615,0.2334895730018615,0.7103713203404822,-1.639334188306434,-0.08584724607973841,1.8628995156125985,1.5299330369104611,0.2831181230776638,0,,
sflawyers.com,sflawyers,.com,1,9,0,0,1,lawyers,0,2.482980259618198,0.0158962710860776,0.1715157429377238,0.1715157429377238,0.7103713203404822,-1.639334188306434,0.2720681516216104,1.7423782742326714,2.4689979485939615,0.43248944275848644,1,2.5018420793986254,12.204955763713098
mylawyerslive.com,mylawyerslive,.com,1,13,0,0,1,lawyers,0,7.100368538363893,0.4130430332801469,0.1665546496709188,0.1665546496709188,0.7103713203404822,-1.639334188306434,0.1521681260633165,1.751971495068511,1.420392072804718,0.26781720044989665,0,,
lawyerssecure.com,lawyerssecure,.com,1,13,0,0,1,lawyers,0,2.171456891019466,0.0662248188047489,0.1354360580444336,0.1354360580444336,0.7103713203404822,-1.639334188306434,-0.13165462493053473,1.7289646070751472,1.7092014742007087,0.30926473627296525,0,,
lawyerssolutions24.com,lawyerssolutions24,.com,1,18,0,1,1,lawyers,0,4.333136552876798,0.1822922417637983,0.179859201113383,0.179859201113383,0.7103713203404822,-1.639334188306434,-0.046838037580614396,1.721844944052739,1.058822716397888,0.22117638352685384,1,1.0295503767868917,2.7998066935691064
quicklawyerslive.com,quicklawyerslive,.com,1,16,0,0,1,lawyers,0,5.284512812763169,0.3523512773901078,0.2499032020568847,0.2499032020568847,0.7103713203404822,-1.639334188306434,-0.4812135329294936,1.8238707052026586,1.113502498997477,0.2278399830248445,0,,
lawyersgroup.com,lawyersgroup,.com,1,12,0,0,1,lawyers,0,1.9037806350600728,0.4881287553796856,0.1548189918200175,0.1548189918200175,0.7103713203404822,-1.639334188306434,-0.08336081039113283,1.7887696042807237,1.5552950981919358,0.2867352341394037,1,1.649793239345135,5.2059033399123535
miamilawyers360.net,miamilawyers360,.net,0,15,0,1,1,lawyers,0,3.2036307832056155,0.5111803551080889,0.3718945384025574,0.3718945384025574,0.7103713203404822,-1.639334188306434,-0.09323562150313429,1.8204369075846292,0.3514686866899901,0.14754692293206817,0,,
securelawyersnetwork.co,securelawyersnetwork,.co,0,20,0,0,1,lawyers,0,0.4748480579870061,0.2921150085750181,0.2072638273239135,0.2072638273239135,0.7103713203404822,-1.639334188306434,0.08125946136918957,1.76759348111354,1.429494640290705,0.2690685004498146,0,,
directlawyers.io,directlawyers,.io,0,13,0,0,1,lawyers,0,1.795650613782139,0.1453978482518451,0.1819628477096557,0.1819628477096557,0.7103713203404822,-1.639334188306434,-0.1943645265866556,1.8093530411585603,1.0787586148537762,0.22358960836540734,0,,
simplelawyersai.net,simplelawyersai,.net,0,15,0,0,1,lawyers,0,2.8532511804255245,0.4395400846536075,0.2861448129018148,0.2861448129018148,0.7103713203404822,-1.639334188306434,0.16503848289079864,1.7347891567583829,0.759817514893842,0.18722735513894848,0,,
lawyersmiami.com,lawyersmiami,.com,1,12,0,0,1,lawyers,0,1.5703995710311274,0.2978534313135719,0.2393223841985066,0.2393223841985066,0.7103713203404822,-1.639334188306434,0.35445053623693995,1.9466756035851498,2.328952755053314,0.4086055224867511,0,,
lawyerssf2.com,lawyerssf2,.com,1,10,0,1,1,lawyers,0,8.841413679496052,0.3929541828200796,0.2458043893178304,0.2458043893178304,0.7103713203404822,-1.639334188306434,0.05440026468396311,1.642862622957946,1.7934841672371449,0.322007566761785,1,1.8916802709818372,6.6305003636585385
bestlawyersportal24.com,bestlawyersportal24,.com,1,19,0,1,1,lawyers,0,1.4076408868108334,0.4492682680894072,0.1882495482762654,0.1882495482762654,0.7103713203404822,-1.639334188306434,0.1231147429397212,1.8691720421574247,2.139649724579638,0.3770131854072894,1,2.2227812310983723,9.232974224342648
lawyersapp.net,lawyersapp,.net,0,10,0,0,1,lawyers,0,2.549693887844193,0.5596100528046754,0.2536120017369588,0.2536120017369588,0.7103713203404822,-1.639334188306434,0.018604371652253576,1.8777296523300635,1.445447513329952,0.2712703790584581,0,,
lawyersquick.com,lawyersquick,.com,1,12,0,0,1,lawyers,0,3.591048949713222,0.225012006115663,0.1431410511334737,0.1431410511334737,0.7103713203404822,-1.639334188306434,2.9537581994963146e-05,1.7001243517951383,1.6959770716101905,0.3072907373997492,1,1.7660363487110664,5.847629402132679
chicagolawyers.io,chicagolawyers,.io,0,14,0,0,1,lawyers,0,7.883436977536862,0.6562490005529533,0.1661793390909831,0.1661793390909831,0.7103713203404822,-1.639334188306434,-0.25254531173999656,1.9466389451168638,1.6239891325097766,0.2966696205077021,0,,
fastlawyerssite2.com,fastlawyerssite2,.com,1,16,0,1,1,lawyers,0,1.402817493036923,0.3363633763313402,0.2221195896466573,0.2221195896466573,0.7103713203404822,-1.639334188306434,0.1107729915856578,1.8479362789080114,2.108333759048546,0.37187851457716475,1,2.1013440574090922,8.177153093101712
lawyersexperts.com,lawyersexperts,.com,1,14,0,0,1,lawyers,0,6.671857128899839,0.0687008938635278,0.1293079058329264,0.1293079058329264,0.7103713203404822,-1.639334188306434,-0.03405030944472131,1.8459881768182187,2.101431540901069,0.3707506372738735,0,,
miami-lawyers.com,miami-lawyers,.com,1,13,1,0,2,lawyers,0,3.340564606657579,0.4473515695736693,0.2982187271118164,0.2982187271118164,0.7103713203404822,-1.639334188306434,0.7326089081257081,1.770538831234456,1.8725598105784325,0.33420925124006096,0,,
lawyersnyc.com,lawyersnyc,.com,1,10,0,0,1,lawyers,0,1.8424474237042487,0.1027159928219258,0.1769339044888814,0.1769339044888814,0.7103713203404822,-1.639334188306434,0.5506742158663348,1.7509189636148919,2.2836718594674883,0.40096888800768377,0,,
smartlawyers.com,smartlawyers,.com,1,12,0,0,1,lawyers,0,4.380934617244384,0.2935965449519089,0.1225485404332479,0.1225485404332479,0.7103713203404822,-1.639334188306434,0.13504629339477528,1.7515443501092172,2.0169176372663316,0.3570576856092446,0,,
freelawyersportal.com,freelawyersportal,.com,1,17,0,0,1,lawyers,0,3.741309999503379,0.6161961311134105,0.246438980102539,0.246438980102539,0.7103713203404822,-1.639334188306434,-0.2670700233931686,1.7995395039779472,0.8759917894991416,0.19991819075570555,1,0.7922972119206945,2.2084639131094472
trustedlawyerspro.co,trustedlawyerspro,.co,0,17,0,0,1,lawyers,0,2.316065576138401,0.1932772222465665,0.245256225268046,0.245256225268046,0.7103713203404822,-1.639334188306434,-0.38934401519419626,1.8803919582750976,1.0508905727267213,0.22022140518644576,0,,
bostonlawyers.com,bostonlawyers,.com,1,13,0,0,1,lawyers,0,3.462120459754499,0.3017796193283866,0.2239014705022176,0.2239014705022176,0.7103713203404822,-1.639334188306434,0.4169000335811028,1.7828021937012994,2.6149917699807634,0.45772473310360423,1,2.681538286148474,14.607546608254099
onlinelawyerstoday.com,onlinelawyerstoday,.com,1,18,0,0,1,lawyers,0,2.634812025514284,0.1828681967275142,0.2237536509831746,0.2237536509831746,0.7103713203404822,-1.639334188306434,0.09196222880149847,1.6953815664214027,1.7732128490670982,0.31891749780321865,1,1.7294705752859603,5.637668397217298
lawyersmodern.com,lawyersmodern,.com,1,13,0,0,1,lawyers,0,3.554130353935108,0.2795189461226234,0.1758039991060893,0.1758039991060893,0.7103713203404822,-1.639334188306434,0.16805019118706377,1.8342512212631843,2.2968502557274317,0.4031866478010415,1,2.32328127617991,10.209118343342778
expertlawyersteam.com,expertlawyersteam,.com,1,17,0,0,1,lawyers,0,4.939570601816525,0.0167564056871446,0.1819631457328796,0.1819631457328796,0.7103713203404822,-1.639334188306434,-0.6106050954409674,1.8419891159839692,1.182116544412289,0.2364000699330232,0,,
smartlawyerssolutions.com,smartlawyerssolutions,.com,1,21,0,0,1,lawyers,0,8.598691922769316,0.240204664124991,0.1786211133003235,0.1786211133003235,0.7103713203404822,-1.639334188306434,0.32460346854536326,1.8206698185482089,2.0326108635767146,0.35958348461991124,1,1.9278969054284358,6.8750361754913065
bestlawyerslive.com,bestlawyerslive,.com,1,15,0,0,1,lawyers,0,1.5798196590835472,0.2113480879592514,0.2070344487826029,0.2070344487826029,0.7103713203404822,-1.639334188306434,0.15904711837502702,1.8279369687943845,1.9407637537624267,0.344915365128077,1,1.9371527633213992,6.938965939335864
smartlawyerspro.ai,smartlawyerspro,.ai,0,15,0,0,1,lawyers,0,11.939115479706327,0.1523925156030328,0.2208833893140157,0.2208833893140157,0.7103713203404822,-1.639334188306434,-0.3886507395450673,1.7466228058597613,0.6639622132211357,0.1772302801831352,0,,
securelawyersportal24.com,securelawyersportal24,.com,1,21,0,1,1,lawyers,0,1.0291645126236155,0.5974824254331987,0.187002420425415,0.187002420425415,0.7103713203404822,-1.639334188306434,-0.16503368260748214,1.6939779229019396,1.0565927972579148,0.22090761651924765,0,,
fastlawyershelp.net,fastlawyershelp,.net,0,15,0,0,1,lawyers,0,3.031110163402871,0.411275380502453,0.2299471696217855,0.2299471696217855,0.7103713203404822,-1.639334188306434,0.09230102152478184,1.6988415818211235,1.585313789830751,0.29105197701818775,1,1.6844465897043857,5.389467520086623
lawyersmy.com,lawyersmy,.com,1,9,0,0,1,lawyers,0,4.725580090521395,0.4847341539772324,0.1083288590113322,0.1083288590113322,0.7103713203404822,-1.639334188306434,0.01836337942468527,1.6374599963957572,2.059340811852362,0.3639035294180362,0,,
lawyersbot2.io,lawyersbot2,.io,0,11,0,1,1,lawyers,0,3.9298258842633578,0.2404813335078042,0.2213660875956217,0.2213660875956217,0.7103713203404822,-1.639334188306434,-0.10225991503124425,1.787252945196062,0.8491586118011198,0.19693072366752662,1,0.8947424476975812,2.446705553657768
lawyersportal.org,lawyersportal,.org,0,13,0,0,1,lawyers,0,2.28503259292742,0.3000720823351099,0.1350373029708862,0.1350373029708862,0.7103713203404822,-1.639334188306434,-0.0362208938230863,1.7616211536142583,1.6055259023003177,0.29397999159404853,1,1.6880478042998137,5.40891113848946
bestlawyersai.com,bestlawyersai,.com,1,13,0,0,1,lawyers,0,2.930364007006248,0.0226608065835156,0.1766631007194519,0.1766631007194519,0.7103713203404822,-1.639334188306434,-0.08819208237240987,1.733098039910009,1.545743643701156,0.2853697742322139,0,,
primelawyersteam360.com,primelawyersteam360,.com,1,19,0,1,1,lawyers,0,2.4699537831874845,0.3239375343490005,0.3253783782323202,0.3253783782323202,0.7103713203404822,-1.639334188306434,0.053396879235863996,1.5318475503247804,1.2257108563216268,0.24195290756119014,0,,
trustedlawyersbot.ai,trustedlawyersbot,.ai,0,17,0,0,1,lawyers,0,2.331195312834942,0.7186791357443391,0.2216998736063639,0.2216998736063639,0.7103713203404822,-1.639334188306434,0.5150221905476049,1.6685116586968523,1.779775989169138,0.3199162286738096,1,1.8132519386879318,6.130350576999479
primelawyersapp.com,primelawyersapp,.com,1,15,0,0,1,lawyers,0,5.527641641034794,0.461269290332733,0.2985411882400512,0.2985411882400512,0.7103713203404822,-1.639334188306434,-0.898330454325954,1.857964308384639,0.9305980570630377,0.20610239884786377,0,,
prolawyersexperts.com,prolawyersexperts,.com,1,17,0,0,1,lawyers,0,4.113232811975127,0.1714326941420103,0.1552855968475341,0.1552855968475341,0.7103713203404822,-1.639334188306434,-0.08289759257838948,1.7151269762673353,1.5993991185432823,0.29309062430898875,1,1.6459873271326522,5.1861277846982095
lawyersworld101.com,lawyersworld101,.com,1,15,0,1,1,lawyers,0,2.1907725470735717,0.1147829706041029,0.1936240990956624,0.1936240990956624,0.7103713203404822,-1.639334188306434,0.061779347480356434,1.7971443904849331,1.995098254107471,0.3535590771313751,0,,
onlinelawyersgroup.com,onlinelawyersgroup,.com,1,18,0,0,1,lawyers,0,5.695975798603384,0.0608446693570214,0.2654834588368734,0.2654834588368734,0.7103713203404822,-1.639334188306434,0.10359789639048482,1.6570422218743655,1.604633479736826,0.293850349075264,1,1.5260756952875738,4.600089203110514
online-lawyers24.com,online-lawyers24,.com,1,16,1,1,2,lawyers,0,3.992348732705768,0.5135923359455007,0.1892536878585815,0.1892536878585815,0.7103713203404822,-1.639334188306434,-0.13017010346245145,1.8833934948611244,1.5831452154071601,0.29073885074565464,1,1.6623665352235557,5.271771927792562
locallawyersportal.net,locallawyersportal,.net,0,18,0,0,1,lawyers,0,5.407123610318185,0.3527503689876327,0.2218776941299438,0.2218776941299438,0.7103713203404822,-1.639334188306434,-0.6148526238675038,1.7567748434680117,0.42106969988861426,0.15378067062184314,0,,
simplelawyerssite.com,simplelawyerssite,.com,1,17,0,0,1,lawyers,0,4.844176709743448,0.7668422639805998,0.2808608611424764,0.2808608611424764,0.7103713203404822,-1.639334188306434,0.11479841929993836,1.7915002879910686,2.1885980286339706,0.3850941350472523,1,2.2034846601291944,9.056517462564154
expertlawyerssite.com,expertlawyerssite,.com,1,17,0,0,1,lawyers,0,2.0190013206607493,0.3022139219709931,0.1602862278620402,0.1602862278620402,0.7103713203404822,-1.639334188306434,0.6045725749574647,1.9543594396229207,2.6067771379815543,0.4562978001358465,1,2.487244713457581,12.0280895888625
lawyersdirect.net,lawyersdirect,.net,0,13,0,0,1,lawyers,0,2.372374555907744,0.2133366524520482,0.1242449879646301,0.1242449879646301,0.7103713203404822,-1.639334188306434,-0.5368514917206482,1.889612264319538,1.1872218893456399,0.23704579175343002,1,1.1780422328656326,3.2480091287318493
prolawyers.com,prolawyers,.com,1,10,0,0,1,lawyers,0,5.198531402351848,0.0,0.1054646571477254,0.1054646571477254,0.7103713203404822,-1.639334188306434,0.3023398047943659,1.7437718065694212,1.7046643099737824,0.30858668708680326,0,,
seattlelawyers.com,seattlelawyers,.com,1,14,0,0,1,lawyers,0,4.788523699688524,0.4592015918794079,0.2467415730158488,0.2467415730158488,0.7103713203404822,-1.639334188306434,-0.11498382809301286,1.720839441482757,1.2095433585063429,0.23988325806091884,0,,
trustedlawyershub.com,trustedlawyershub,.com,1,17,0,0,1,lawyers,0,3.278739479893612,0.2641204552373201,0.2468037605285644,0.2468037605285644,0.7103713203404822,-1.639334188306434,-0.021463521040096554,1.7422534553508233,1.8240495851621552,0.3266963455996359,0,,
primelawyerssite.com,primelawyerssite,.com,1,16,0,0,1,lawyers,0,3.562264470927317,0.3860442410497069,0.2958995103836059,0.2958995103836059,0.7103713203404822,-1.639334188306434,-0.36851447874638216,1.8090889161505088,1.2299935190804097,0.24250317614562578,0,,
lawyersassist.org,lawyersassist,.org,0,13,0,0,1,lawyers,0,7.146329994691315,0.3407888207822969,0.109092096487681,0.109092096487681,0.7103713203404822,-1.639334188306434,-0.11705966032455682,1.7598791255323163,0.8586562010538444,0.1979842666311832,0,,
expert-lawyers-site2.com,expert-lawyers-site2,.com,1,20,1,1,3,lawyers,0,2.3281109011801044,0.462056406098317,0.1774418354034423,0.1774418354034423,0.7103713203404822,-1.639334188306434,0.45501560814463543,1.7366775246721082,2.1257438742777217,0.37472964896061867,0,,
lawyersprime.com,lawyersprime,.com,1,12,0,0,1,lawyers,0,4.610140937661217,0.3236142664105427,0.1461366812388102,0.1461366812388102,0.7103713203404822,-1.639334188306434,0.20392933469569743,1.8856715563291093,1.9360600083954647,0.34417178170958374,0,,
lawyerssite.com,lawyerssite,.com,1,11,0,0,1,lawyers,0,2.940808102975123,0.0841373322577966,0.0884397824605306,0.0884397824605306,0.7103713203404822,-1.639334188306434,0.6063090618934804,1.759160264930159,2.794792602379964,0.48909043716514833,0,,
trustedlawyersportal360.com,trustedlawyersportal360,.com,1,23,0,1,1,lawyers,0,2.913605384548899,0.4550942492484025,0.2821027239163717,0.2821027239163717,0.7103713203404822,-1.639334188306434,0.41209416114219277,1.9522641837153714,1.959722441090765,0.3479200894465118,0,,
prolawyersapp2.com,prolawyersapp2,.com,1,14,0,1,1,lawyers,0,6.419024192375085,0.3248045909749333,0.2124865849812825,0.2124865849812825,0.7103713203404822,-1.639334188306434,0.15368033762535166,1.7755564613725596,1.7496546481916557,0.31534630359979204,0,,
mylawyersguide.com,mylawyersguide,.com,1,14,0,0,1,lawyers,0,5.448006758496657,0.4602785837405814,0.1647311449050903,0.1647311449050903,0.7103713203404822,-1.639334188306434,0.6103770841587272,1.911122527810364,2.761662412629461,0.4832971395158341,1,2.730339817929027,15.338098295212548
onlinelawyers.com,onlinelawyers,.com,1,13,0,0,1,lawyers,0,5.409224741647133,0.4813085358839684,0.1942900816599528,0.1942900816599528,0.7103713203404822,-1.639334188306434,0.15364760555840457,1.796882610089236,1.6271732346202092,0.2971349002723302,0,,
lawyers-expert.com,lawyers-expert,.com,1,14,1,0,2,lawyers,0,7.266591116729897,0.1839296863973354,0.1450866460800171,0.1450866460800171,0.7103713203404822,-1.639334188306434,0.2897958618789706,1.8453339021323416,1.748272884181344,0.31513751199839485,1,1.6866053140647195,5.401114461656724
onlinelawyerspro.com,onlinelawyerspro,.com,1,16,0,0,1,lawyers,0,3.362222807099876,0.456738433426829,0.2337730924288432,0.2337730924288432,0.7103713203404822,-1.639334188306434,-0.10379983373714792,1.710328172150968,1.3762734361300475,0.26180489772320076,0,,
lawyerspro.com,lawyerspro,.com,1,10,0,0,1,lawyers,0,4.9986695287611695,0.0398627730570316,0.0575188795725504,0.0575188795725504,0.7103713203404822,-1.639334188306434,0.02329103555072169,1.699996318465393,2.0687872372886424,0.3654355486759525,1,2.0702932450151263,7.927147373496091
expertlawyersmarket.com,expertlawyersmarket,.com,1,19,0,0,1,lawyers,0,2.7561642429055757,0.3757683192468534,0.1886701583862304,0.1886701583862304,0.7103713203404822,-1.639334188306434,-0.24409833815509688,1.805073532673585,1.1090694783241348,0.22729451653923582,1,1.1209061555581181,3.0676326966476135
lawyersnow.com,lawyersnow,.com,1,10,0,0,1,lawyers,0,4.032956829393255,0.2523580480436603,0.1248860359191894,0.1248860359191894,0.7103713203404822,-1.639334188306434,0.34635437710819855,1.847381315669611,1.8023634928669554,0.32336603122136337,0,,
global-lawyers-world.com,global-lawyers-world,.com,1,20,1,0,3,lawyers,0,3.0707264656850715,0.6079533613088451,0.2943597237269084,0.2943597237269084,0.7103713203404822,-1.639334188306434,-0.4124062680902029,1.771517576432423,1.1508735572186632,0.23247497321930757,0,,
lawyerselite2.com,lawyerselite2,.com,1,13,0,1,1,lawyers,0,3.5190729167445456,0.3808449366061368,0.1605711380640666,0.1605711380640666,0.7103713203404822,-1.639334188306434,0.27382261984618145,1.6653855894656902,1.6395150380978871,0.2989423299945683,0,,
lawyers-guide.com,lawyers-guide,.com,1,13,1,0,2,lawyers,0,4.745013206303597,0.2103340187920994,0.1471965511639913,0.1471965511639913,0.7103713203404822,-1.639334188306434,-0.06672787012680581,1.6594763869692397,1.3512692182622008,0.2584363528368617,0,,
prolawyerssolutions.io,prolawyerssolutions,.io,0,19,0,0,1,lawyers,0,2.0320956288685057,0.5759903172328104,0.1763691504796346,0.1763691504796346,0.7103713203404822,-1.639334188306434,0.40993648271356176,1.6541261440974866,1.1476269218761457,0.23206971096969356,0,,
lawyers-bot.com,lawyers-bot,.com,1,11,1,0,2,lawyers,0,11.6514701526589,0.3148755789893978,0.1809800664583842,0.1809800664583842,0.7103713203404822,-1.639334188306434,0.26280414605594093,1.6268872872372353,1.542231996761035,0.28486873821202885,0,,
lawyersinstant2.com,lawyersinstant2,.com,1,15,0,1,1,lawyers,0,1.8155520315738876,0.6919295967023358,0.1307235161463419,0.1307235161463419,0.7103713203404822,-1.639334188306434,0.6372261551763805,1.7770558850281528,2.2972627386671993,0.4032561279659115,0,,
austin-lawyers.com,austin-lawyers,.com,1,14,1,0,2,lawyers,0,1.602374885714131,0.2539095380517736,0.3057948748270671,0.3057948748270671,0.7103713203404822,-1.639334188306434,0.2557711418985257,1.8583005700090278,1.9272295380197133,0.3427778941775951,0,,
lawyerszone.net,lawyerszone,.net,0,11,0,0,1,lawyers,0,6.651660509005192,0.3169749662675514,0.157928466796875,0.157928466796875,0.7103713203404822,-1.639334188306434,-0.5502140894786341,1.7672237933184012,0.6467340686311676,0.17547857781675574,0,,
quicklawyersapp.com,quicklawyersapp,.com,1,15,0,0,1,lawyers,0,5.338782423417499,0.5730937784343473,0.256440540154775,0.256440540154775,0.7103713203404822,-1.639334188306434,-0.023433610514370293,1.5874638756853576,1.7693275276996268,0.31832703987979816,0,,
truelawyersservice.com,truelawyersservice,.com,1,18,0,0,1,lawyers,0,4.828191129799829,0.5461622602261684,0.2727929751078288,0.2727929751078288,0.7103713203404822,-1.639334188306434,-0.41020251740818553,1.753036219445622,0.9242701070617273,0.20537855832509927,0,,
lawyersmarket.net,lawyersmarket,.net,0,13,0,0,1,lawyers,0,4.840448131322094,0.2399858590608098,0.2038604021072387,0.2038604021072387,0.7103713203404822,-1.639334188306434,-0.18139794482819613,1.7552731365417773,0.9370355876547526,0.20684071046066174,0,,
directlawyersconnect2.org,directlawyersconnect2,.org,0,21,0,1,1,lawyers,0,3.295809906192242,0.5220004935373609,0.2208524942398071,0.2208524942398071,0.7103713203404822,-1.639334188306434,0.5289299516468525,1.935976956290421,2.22359730593821,0.39091161901431737,0,,
lawyersbot.ai,lawyersbot,.ai,0,10,0,0,1,lawyers,0,1.9379822938150628,0.4469588197515159,0.2426683902740478,0.2426683902740478,0.7103713203404822,-1.639334188306434,0.22313683381419358,1.6517260232388213,1.4022054359453855,0.2653282241288032,0,,
simplelawyersconnect.com,simplelawyersconnect,.com,1,20,0,0,1,lawyers,0,3.474611710945604,0.4568595265141184,0.2294884125391642,0.2294884125391642,0.7103713203404822,-1.639334188306434,-0.2446256500025612,1.7370428480644502,1.168007762741843,0.23462192007017912,0,,
lawyersaustin.com,lawyersaustin,.com,1,13,0,0,1,lawyers,0,2.211570669095191,0.1606405301836735,0.2702942490577698,0.2702942490577698,0.7103713203404822,-1.639334188306434,-0.3548010782541396,1.904765270715951,1.2772362683440117,0.24862957913472883,0,,
elite-lawyers.com,elite-lawyers,.com,1,13,1,0,2,lawyers,0,5.960008099486921,0.6575811422569697,0.144959290822347,0.144959290822347,0.7103713203404822,-1.639334188306434,0.011473732506691276,1.8042953235801098,2.0171599989086473,0.35709663340219516,0,,
