domain,sld,tld,is_com,length,has_hyphen,has_digit,token_count,cluster_keyword,exact_match,age_years,true_distance,embedding_distance
trustedchatpro.ai,trustedchatpro,.ai,0,14,0,0,1,chat,0,0.9850276649167456,0.459400361543103,0.1500538984934489
globalchatlive.co,globalchatlive,.co,0,14,0,0,1,chat,0,3.713120353895052,0.6685679194734824,0.40650467077891034
fastchatapp.com,fastchatapp,.com,1,11,0,0,1,chat,0,2.2320671320251697,0.574468503491963,0.24955153465270996
chatlocal24.net,chatlocal24,.net,0,11,0,1,1,chat,0,5.537039661877388,0.4137100396877735,0.5026060342788696
simple-chat-guide.com,simple-chat-guide,.com,1,17,1,0,3,chat,0,2.0636733138950394,0.2795314684501749,0.3932929039001465
lawyers.com,lawyers,.com,1,7,0,0,1,lawyers,1,3.099243765504581,0.0,0.0
lawyers-today.com,lawyers-today,.com,1,13,1,0,2,lawyers,0,4.495120015695956,0.3092476871222084,0.1012133558591207
lawyersservice.com,lawyersservice,.com,1,14,0,0,1,lawyers,0,5.581475212777764,0.2186079103461853,0.11997719605763754
modernlawyersassist1.ai,modernlawyersassist1,.ai,0,20,0,1,1,lawyers,0,1.615787018235159,0.5822199889694091,0.26388029257456463
smartlawyersassist.com,smartlawyersassist,.com,1,18,0,0,1,lawyers,0,2.7163776827955943,0.3022528889619665,0.1807403564453125
global-lawyers-site.com,global-lawyers-site,.com,1,19,1,0,3,lawyers,0,2.496857180692986,0.3905713936839003,0.25893439849217736
lawyerssolutions.com,lawyerssolutions,.com,1,16,0,0,1,lawyers,0,2.24342218335765,0.195244506209107,0.13867676258087158
modernlawyersteam.com,modernlawyersteam,.com,1,17,0,0,1,lawyers,0,9.576120427699994,0.3072681343392907,0.3126613299051921
lawyersexpert.net,lawyersexpert,.net,0,13,0,0,1,lawyers,0,4.233330462203555,0.7363710035725836,0.15278061230977377
trustedlawyersapp.com,trustedlawyersapp,.com,1,17,0,0,1,lawyers,0,1.5581038908264278,0.2438272271145114,0.2322681744893392
expertlawyers.com,expertlawyers,.com,1,13,0,0,1,lawyers,0,5.75873117447475,0.4223782438950301,0.10677456855773926
locallawyersnow.net,locallawyersnow,.net,0,15,0,0,1,lawyers,0,11.86145085894277,0.3632799997356333,0.209920605023702
onlinelawyerssolutions.net,onlinelawyerssolutions,.net,0,22,0,0,1,lawyers,0,6.168644713481823,0.6434202476344438,0.26296665271123254
fastlawyers.com,fastlawyers,.com,1,11,0,0,1,lawyers,0,1.3342615869383907,0.391679695685445,0.23348957300186157
sflawyers.com,sflawyers,.com,1,9,0,0,1,lawyers,0,2.482980259618198,0.0158962710860776,0.17151574293772381
mylawyerslive.com,mylawyerslive,.com,1,13,0,0,1,lawyers,0,7.100368538363893,0.4130430332801469,0.1665546496709188
lawyerssecure.com,lawyerssecure,.com,1,13,0,0,1,lawyers,0,2.171456891019466,0.0662248188047489,0.1354360580444336
lawyerssolutions24.com,lawyerssolutions24,.com,1,18,0,1,1,lawyers,0,4.333136552876798,0.1822922417637983,0.179859201113383
quicklawyerslive.com,quicklawyerslive,.com,1,16,0,0,1,lawyers,0,5.284512812763169,0.3523512773901078,0.24990320205688477
lawyersgroup.com,lawyersgroup,.com,1,12,0,0,1,lawyers,0,1.9037806350600728,0.4881287553796856,0.15481899182001752
miamilawyers360.net,miamilawyers360,.net,0,15,0,1,1,lawyers,0,3.2036307832056155,0.5111803551080889,0.3718945384025574
securelawyersnetwork.co,securelawyersnetwork,.co,0,20,0,0,1,lawyers,0,0.4748480579870061,0.2921150085750181,0.20726382732391357
directlawyers.io,directlawyers,.io,0,13,0,0,1,lawyers,0,1.795650613782139,0.1453978482518451,0.18196284770965576
simplelawyersai.net,simplelawyersai,.net,0,15,0,0,1,lawyers,0,2.8532511804255245,0.4395400846536075,0.2861448129018148
lawyersmiami.com,lawyersmiami,.com,1,12,0,0,1,lawyers,0,1.5703995710311274,0.2978534313135719,0.23932238419850668
lawyerssf2.com,lawyerssf2,.com,1,10,0,1,1,lawyers,0,8.841413679496052,0.3929541828200796,0.2458043893178304
bestlawyersportal24.com,bestlawyersportal24,.com,1,19,0,1,1,lawyers,0,1.4076408868108334,0.4492682680894072,0.18824954827626547
lawyersapp.net,lawyersapp,.net,0,10,0,0,1,lawyers,0,2.549693887844193,0.5596100528046754,0.25361200173695886
lawyersquick.com,lawyersquick,.com,1,12,0,0,1,lawyers,0,3.591048949713222,0.225012006115663,0.14314105113347372
chicagolawyers.io,chicagolawyers,.io,0,14,0,0,1,lawyers,0,7.883436977536862,0.6562490005529533,0.1661793390909831
fastlawyerssite2.com,fastlawyerssite2,.com,1,16,0,1,1,lawyers,0,1.402817493036923,0.3363633763313402,0.22211958964665732
lawyersexperts.com,lawyersexperts,.com,1,14,0,0,1,lawyers,0,6.671857128899839,0.0687008938635278,0.12930790583292645
miami-lawyers.com,miami-lawyers,.com,1,13,1,0,2,lawyers,0,3.340564606657579,0.4473515695736693,0.2982187271118164
lawyersnyc.com,lawyersnyc,.com,1,10,0,0,1,lawyers,0,1.8424474237042487,0.1027159928219258,0.17693390448888144
smartlawyers.com,smartlawyers,.com,1,12,0,0,1,lawyers,0,4.380934617244384,0.2935965449519089,0.1225485404332479
freelawyersportal.com,freelawyersportal,.com,1,17,0,0,1,lawyers,0,3.741309999503379,0.6161961311134105,0.24643898010253906
trustedlawyerspro.co,trustedlawyerspro,.co,0,17,0,0,1,lawyers,0,2.316065576138401,0.1932772222465665,0.24525622526804608
bostonlawyers.com,bostonlawyers,.com,1,13,0,0,1,lawyers,0,3.4621204597544994,0.3017796193283866,0.22390147050221762
onlinelawyerstoday.com,onlinelawyerstoday,.com,1,18,0,0,1,lawyers,0,2.634812025514284,0.1828681967275142,0.22375365098317465
lawyersmodern.com,lawyersmodern,.com,1,13,0,0,1,lawyers,0,3.554130353935108,0.2795189461226234,0.1758039991060893
expertlawyersteam.com,expertlawyersteam,.com,1,17,0,0,1,lawyers,0,4.939570601816525,0.0167564056871446,0.18196314573287964
smartlawyerssolutions.com,smartlawyerssolutions,.com,1,21,0,0,1,lawyers,0,8.598691922769316,0.240204664124991,0.1786211133003235
bestlawyerslive.com,bestlawyerslive,.com,1,15,0,0,1,lawyers,0,1.5798196590835472,0.2113480879592514,0.20703444878260296
smartlawyerspro.ai,smartlawyerspro,.ai,0,15,0,0,1,lawyers,0,11.939115479706327,0.1523925156030328,0.22088338931401572
securelawyersportal24.com,securelawyersportal24,.com,1,21,0,1,1,lawyers,0,1.0291645126236155,0.5974824254331987,0.18700242042541504
fastlawyershelp.net,fastlawyershelp,.net,0,15,0,0,1,lawyers,0,3.031110163402871,0.411275380502453,0.2299471696217855
lawyersmy.com,lawyersmy,.com,1,9,0,0,1,lawyers,0,4.725580090521395,0.4847341539772324,0.1083288590113322
lawyersbot2.io,lawyersbot2,.io,0,11,0,1,1,lawyers,0,3.9298258842633578,0.2404813335078042,0.22136608759562176
lawyersportal.org,lawyersportal,.org,0,13,0,0,1,lawyers,0,2.28503259292742,0.3000720823351099,0.13503730297088623
bestlawyersai.com,bestlawyersai,.com,1,13,0,0,1,lawyers,0,2.930364007006248,0.0226608065835156,0.1766631007194519
primelawyersteam360.com,primelawyersteam360,.com,1,19,0,1,1,lawyers,0,2.4699537831874845,0.3239375343490005,0.3253783782323202
trustedlawyersbot.ai,trustedlawyersbot,.ai,0,17,0,0,1,lawyers,0,2.331195312834942,0.7186791357443391,0.22169987360636395
primelawyersapp.com,primelawyersapp,.com,1,15,0,0,1,lawyers,0,5.527641641034794,0.461269290332733,0.29854118824005127
prolawyersexperts.com,prolawyersexperts,.com,1,17,0,0,1,lawyers,0,4.113232811975127,0.1714326941420103,0.15528559684753418
lawyersworld101.com,lawyersworld101,.com,1,15,0,1,1,lawyers,0,2.1907725470735717,0.1147829706041029,0.19362409909566244
onlinelawyersgroup.com,onlinelawyersgroup,.com,1,18,0,0,1,lawyers,0,5.695975798603384,0.0608446693570214,0.2654834588368734
online-lawyers24.com,online-lawyers24,.com,1,16,1,1,2,lawyers,0,3.992348732705768,0.5135923359455007,0.18925368785858154
locallawyersportal.net,locallawyersportal,.net,0,18,0,0,1,lawyers,0,5.407123610318185,0.3527503689876327,0.22187769412994385
simplelawyerssite.com,simplelawyerssite,.com,1,17,0,0,1,lawyers,0,4.844176709743448,0.7668422639805998,0.28086086114247644
expertlawyerssite.com,expertlawyerssite,.com,1,17,0,0,1,lawyers,0,2.0190013206607493,0.3022139219709931,0.16028622786204022
lawyersdirect.net,lawyersdirect,.net,0,13,0,0,1,lawyers,0,2.372374555907744,0.2133366524520482,0.12424498796463013
prolawyers.com,prolawyers,.com,1,10,0,0,1,lawyers,0,5.198531402351848,0.0,0.10546465714772543
seattlelawyers.com,seattlelawyers,.com,1,14,0,0,1,lawyers,0,4.788523699688524,0.4592015918794079,0.24674157301584881
trustedlawyershub.com,trustedlawyershub,.com,1,17,0,0,1,lawyers,0,3.278739479893612,0.2641204552373201,0.24680376052856445
primelawyerssite.com,primelawyerssite,.com,1,16,0,0,1,lawyers,0,3.562264470927317,0.3860442410497069,0.29589951038360596
lawyersassist.org,lawyersassist,.org,0,13,0,0,1,lawyers,0,7.146329994691315,0.3407888207822969,0.10909209648768108
expert-lawyers-site2.com,expert-lawyers-site2,.com,1,20,1,1,3,lawyers,0,2.3281109011801044,0.462056406098317,0.17744183540344238
lawyersprime.com,lawyersprime,.com,1,12,0,0,1,lawyers,0,4.610140937661217,0.3236142664105427,0.14613668123881024
lawyerssite.com,lawyerssite,.com,1,11,0,0,1,lawyers,0,2.940808102975123,0.0841373322577966,0.08843978246053061
trustedlawyersportal360.com,trustedlawyersportal360,.com,1,23,0,1,1,lawyers,0,2.913605384548899,0.4550942492484025,0.2821027239163717
prolawyersapp2.com,prolawyersapp2,.com,1,14,0,1,1,lawyers,0,6.419024192375085,0.3248045909749333,0.21248658498128256
mylawyersguide.com,mylawyersguide,.com,1,14,0,0,1,lawyers,0,5.448006758496657,0.4602785837405814,0.16473114490509033
onlinelawyers.com,onlinelawyers,.com,1,13,0,0,1,lawyers,0,5.409224741647133,0.4813085358839684,0.19429008165995282
lawyers-expert.com,lawyers-expert,.com,1,14,1,0,2,lawyers,0,7.266591116729897,0.1839296863973354,0.1450866460800171
onlinelawyerspro.com,onlinelawyerspro,.com,1,16,0,0,1,lawyers,0,3.362222807099876,0.456738433426829,0.2337730924288432
lawyerspro.com,lawyerspro,.com,1,10,0,0,1,lawyers,0,4.9986695287611695,0.0398627730570316,0.05751887957255046
expertlawyersmarket.com,expertlawyersmarket,.com,1,19,0,0,1,lawyers,0,2.7561642429055757,0.3757683192468534,0.18867015838623047
lawyersnow.com,lawyersnow,.com,1,10,0,0,1,lawyers,0,4.032956829393255,0.2523580480436603,0.12488603591918945
global-lawyers-world.com,global-lawyers-world,.com,1,20,1,0,3,lawyers,0,3.0707264656850715,0.6079533613088451,0.2943597237269084
lawyerselite2.com,lawyerselite2,.com,1,13,0,1,1,lawyers,0,3.5190729167445456,0.3808449366061368,0.1605711380640666
lawyers-guide.com,lawyers-guide,.com,1,13,1,0,2,lawyers,0,4.745013206303597,0.2103340187920994,0.1471965511639913
prolawyerssolutions.io,prolawyerssolutions,.io,0,19,0,0,1,lawyers,0,2.0320956288685057,0.5759903172328104,0.1763691504796346
lawyers-bot.com,lawyers-bot,.com,1,11,1,0,2,lawyers,0,11.6514701526589,0.3148755789893978,0.18098006645838421
lawyersinstant2.com,lawyersinstant2,.com,1,15,0,1,1,lawyers,0,1.8155520315738876,0.6919295967023358,0.13072351614634198
austin-lawyers.com,austin-lawyers,.com,1,14,1,0,2,lawyers,0,1.602374885714131,0.2539095380517736,0.3057948748270671
lawyerszone.net,lawyerszone,.net,0,11,0,0,1,lawyers,0,6.651660509005192,0.3169749662675514,0.157928466796875
quicklawyersapp.com,quicklawyersapp,.com,1,15,0,0,1,lawyers,0,5.338782423417499,0.5730937784343473,0.256440540154775
truelawyersservice.com,truelawyersservice,.com,1,18,0,0,1,lawyers,0,4.828191129799829,0.5461622602261684,0.2727929751078288
lawyersmarket.net,lawyersmarket,.net,0,13,0,0,1,lawyers,0,4.840448131322094,0.2399858590608098,0.20386040210723877
directlawyersconnect2.org,directlawyersconnect2,.org,0,21,0,1,1,lawyers,0,3.295809906192242,0.5220004935373609,0.22085249423980713
lawyersbot.ai,lawyersbot,.ai,0,10,0,0,1,lawyers,0,1.9379822938150628,0.4469588197515159,0.24266839027404785
simplelawyersconnect.com,simplelawyersconnect,.com,1,20,0,0,1,lawyers,0,3.474611710945604,0.4568595265141184,0.22948841253916424
lawyersaustin.com,lawyersaustin,.com,1,13,0,0,1,lawyers,0,2.211570669095191,0.1606405301836735,0.2702942490577698
elite-lawyers.com,elite-lawyers,.com,1,13,1,0,2,lawyers,0,5.960008099486921,0.6575811422569697,0.14495929082234701
primelawyerslive.com,primelawyerslive,.com,1,16,0,0,1,lawyers,0,3.039720502118301,0.040490400532316,0.33399730920791626
lawyersla.io,lawyersla,.io,0,9,0,0,1,lawyers,0,2.0232430249200024,0.1309488688930598,0.21255115667978924
fastlawyerslive1.com,fastlawyerslive1,.com,1,16,0,1,1,lawyers,0,2.7378378279755724,0.6208525656695888,0.33000429471333825
lawyersonline.com,lawyersonline,.com,1,13,0,0,1,lawyers,0,4.253571030349215,0.2060339088865128,0.14460722605387372
bostonlawyers1.com,bostonlawyers1,.com,1,14,0,1,1,lawyers,0,2.367335990583229,0.3309216883847258,0.2651047706604004
easylawyersnetwork.com,easylawyersnetwork,.com,1,18,0,0,1,lawyers,0,2.027224797014917,0.4109282717866628,0.2101262410481771
fastlawyersplus.com,fastlawyersplus,.com,1,15,0,0,1,lawyers,0,3.842842499073294,0.1543292331033266,0.2539229393005371
truelawyers.com,truelawyers,.com,1,11,0,0,1,lawyers,0,3.845793458033957,0.0532358650547793,0.17671902974446616
mylawyersportal.com,mylawyersportal,.com,1,15,0,0,1,lawyers,0,2.449377951022404,0.3689480757529009,0.2663270632425944
lawyershelp.com,lawyershelp,.com,1,11,0,0,1,lawyers,0,2.5027171874395804,0.3290996023051669,0.12112021446228027
lawyerssf.co,lawyerssf,.co,0,9,0,0,1,lawyers,0,3.8161038303022594,0.3013869462359249,0.2434136470158895
toplawyers1.net,toplawyers1,.net,0,11,0,1,1,lawyers,0,1.3925678195795783,0.3065197272099416,0.18605311711629233
lawyerssmart24.com,lawyerssmart24,.com,1,14,0,1,1,lawyers,0,1.4269249373211403,0.1118286614818118,0.13948122660319012
simplelawyersbot.net,simplelawyersbot,.net,0,16,0,0,1,lawyers,0,2.1574640202617097,0.3520128984121942,0.2580702304840088
directlawyersbot24.io,directlawyersbot24,.io,0,18,0,1,1,lawyers,0,2.921016607589259,0.8991421777177474,0.2229029933611552
lawyerselite.com,lawyerselite,.com,1,12,0,0,1,lawyers,0,4.001000838144391,0.2100609774487362,0.1375303665796916
toplawyerssite.com,toplawyerssite,.com,1,14,0,0,1,lawyers,0,8.046311037354409,0.201691951114689,0.1497193177541097
lawyerslocal.ai,lawyerslocal,.ai,0,12,0,0,1,lawyers,0,5.554429813123636,0.3423945738361964,0.16942818959554037
lawyerssimple101.com,lawyerssimple101,.com,1,16,0,1,1,lawyers,0,3.016317999302059,0.3388244840630606,0.18107950687408447
smartlawyersguide.com,smartlawyersguide,.com,1,17,0,0,1,lawyers,0,3.2824505923905174,0.6215630945366487,0.1703643798828125
bestlawyersguide.org,bestlawyersguide,.org,0,16,0,0,1,lawyers,0,1.8193556159354063,0.516795617700737,0.18189807732899985
smart-lawyers-hub.io,smart-lawyers-hub,.io,0,17,1,0,3,lawyers,0,3.283441527150412,0.2740226449395401,0.20111054182052612
simplelawyerscentral.org,simplelawyerscentral,.org,0,20,0,0,1,lawyers,0,2.792130198875509,0.4360394653587475,0.20241459210713705
lawyers-network.com,lawyers-network,.com,1,15,1,0,2,lawyers,0,4.029455020636645,0.4275441359364315,0.12087464332580566
my-lawyers-ai.com,my-lawyers-ai,.com,1,13,1,0,3,lawyers,0,2.0211394446091004,0.4002392211630903,0.23876160383224487
lawyerssmart.com,lawyerssmart,.com,1,12,0,0,1,lawyers,0,4.534015218212306,0.0,0.11928528547286987
instantlawyerszone.com,instantlawyerszone,.com,1,18,0,0,1,lawyers,0,8.328166698987742,0.2813289173096812,0.1708383361498515
elitelawyersguide.org,elitelawyersguide,.org,0,17,0,0,1,lawyers,0,3.1103769073622978,0.6863461227314925,0.21521349747975668
primelawyersservice.io,primelawyersservice,.io,0,19,0,0,1,lawyers,0,4.22503283872983,0.6705854171902097,0.30838072299957275
trusted-lawyers-ai.com,trusted-lawyers-ai,.com,1,18,1,0,3,lawyers,0,5.023296517741424,0.3472218536411706,0.22349605957667035
lawyersai101.com,lawyersai101,.com,1,12,0,1,1,lawyers,0,2.6097846722263425,0.2226535934427893,0.21371682484944662
prime-lawyers.com,prime-lawyers,.com,1,13,1,0,2,lawyers,0,3.7979273703864607,0.4718996639550021,0.15137573083241782
lawyersbest.com,lawyersbest,.com,1,11,0,0,1,lawyers,0,3.3452968715163376,0.0269842450314082,0.11478801568349203
lalawyers.io,lalawyers,.io,0,9,0,0,1,lawyers,0,3.520509273545203,0.4881843043784974,0.2610768874486288
lawyerschicago.co,lawyerschicago,.co,0,14,0,0,1,lawyers,0,2.0879738159474712,0.2397665316874922,0.23955305417378744
mylawyers.com,mylawyers,.com,1,9,0,0,1,lawyers,0,3.369303695788553,0.2601435499700258,0.1092761754989624
my-lawyers-experts.net,my-lawyers-experts,.net,0,18,1,0,3,lawyers,0,4.476309679628378,0.2108664184249936,0.14445781707763672
lawyersboston360.com,lawyersboston360,.com,1,16,0,1,1,lawyers,0,7.930262717561795,0.4391608194205019,0.24710963169733685
toplawyers.com,toplawyers,.com,1,10,0,0,1,lawyers,0,5.903600952402127,0.3065814924940522,0.09187420209248862
secure-lawyers.com,secure-lawyers,.com,1,14,1,0,2,lawyers,0,12.084328821986396,0.4685827333796302,0.12088278929392497
lawyersseattle.com,lawyersseattle,.com,1,14,0,0,1,lawyers,0,2.095079420636345,0.1190619863143212,0.23689826329549155
globallawyersworld.com,globallawyersworld,.com,1,18,0,0,1,lawyers,0,5.6035054887568,0.2312651659895309,0.27363161245981854
freelawyersteam.org,freelawyersteam,.org,0,15,0,0,1,lawyers,0,3.706192997124073,0.3716195773407943,0.27475565671920776
lawyersapp2.com,lawyersapp2,.com,1,11,0,1,1,lawyers,0,12.35278767075165,0.1821429302775223,0.22489428520202637
prime-lawyers-zone.com,prime-lawyers-zone,.com,1,18,1,0,3,lawyers,0,2.0442296694766835,0.3380065211460056,0.1941924293835958
top-lawyers-team.com,top-lawyers-team,.com,1,16,1,0,3,lawyers,0,2.006048556122144,0.6740961486160966,0.22864560286204022
easylawyersconnect.io,easylawyersconnect,.io,0,18,0,0,1,lawyers,0,2.317211244224651,0.2068279450419951,0.19493858019510907
toplawyersapp.com,toplawyersapp,.com,1,13,0,0,1,lawyers,0,0.928358380757162,0.5067265208052293,0.1589315136273702
local-lawyers.com,local-lawyers,.com,1,13,1,0,2,lawyers,0,2.421886996622761,0.1635579533044658,0.15577971935272217
austinlawyers.net,austinlawyers,.net,0,13,0,0,1,lawyers,0,2.105431434346574,0.4430803360548466,0.3134726484616598
instantlawyershelp1.ai,instantlawyershelp1,.ai,0,19,0,1,1,lawyers,0,3.6336449824898303,0.5671966612835908,0.21549582481384277
instantlawyersmarket.org,instantlawyersmarket,.org,0,20,0,0,1,lawyers,0,4.0757451361197,0.2935839942162736,0.23508807023366293
lawyerstoday.com,lawyerstoday,.com,1,12,0,0,1,lawyers,0,10.233866888728308,0.1430921759810871,0.18872320652008057
instantlawyerssite.io,instantlawyerssite,.io,0,18,0,0,1,lawyers,0,5.872346526336204,0.5748718860024874,0.16804109017054242
easylawyers.com,easylawyers,.com,1,11,0,0,1,lawyers,0,2.3486901895069705,0.1692492725945016,0.18577436606089276
lawyers-simple.com,lawyers-simple,.com,1,14,1,0,2,lawyers,0,1.9366335789901683,0.8193592643839143,0.09362558523813884
lawyersguide.com,lawyersguide,.com,1,12,0,0,1,lawyers,0,4.460012206465514,0.0805731399271981,0.14939924081166586
trustedlawyersai.com,trustedlawyersai,.com,1,16,0,0,1,lawyers,0,1.5035967568581778,0.2361700649451824,0.23040701945622763
modernlawyersassist.net,modernlawyersassist,.net,0,19,0,0,1,lawyers,0,9.96297039449027,0.3651243905947436,0.20113488038380942
lawyerslive.com,lawyerslive,.com,1,11,0,0,1,lawyers,0,6.737332482214285,0.1029547772054567,0.188429057598114
lawyersai.io,lawyersai,.io,0,9,0,0,1,lawyers,0,2.5055157679617106,0.2864422277195714,0.2415772279103597
nyclawyers.io,nyclawyers,.io,0,10,0,0,1,lawyers,0,1.1878195108987235,0.7677237031305921,0.27455826600392663
lawyersmodern101.net,lawyersmodern101,.net,0,16,0,1,1,lawyers,0,7.480677961918438,0.3889015595641865,0.23615459601084393
globallawyers.io,globallawyers,.io,0,13,0,0,1,lawyers,0,3.099609366821767,0.1051049688966654,0.19868433475494385
lawyersboston.com,lawyersboston,.com,1,13,0,0,1,lawyers,0,6.977493725525976,0.1145766800447661,0.22965808709462485
lawyerscentral.com,lawyerscentral,.com,1,14,0,0,1,lawyers,0,1.2755065638976055,0.3057257910395544,0.10807216167449951
trustedlawyers.io,trustedlawyers,.io,0,14,0,0,1,lawyers,0,2.317235745373716,0.6039472404274133,0.192449688911438
austinlawyers2.com,austinlawyers2,.com,1,14,0,1,1,lawyers,0,3.3305791901061026,0.3415257983171243,0.32340427239735925
freelawyers.com,freelawyers,.com,1,11,0,0,1,lawyers,0,3.415037098152756,0.1781795230157225,0.21047989527384442
modernlawyershelp.com,modernlawyershelp,.com,1,17,0,0,1,lawyers,0,2.534409616734378,0.2397680124975131,0.15595346689224243
lawyersconnect.com,lawyersconnect,.com,1,14,0,0,1,lawyers,0,4.824513783279428,0.4284832409733919,0.11583109696706137
securelawyers.io,securelawyers,.io,0,13,0,0,1,lawyers,0,1.7496709512003394,0.3585410920001457,0.1407170295715332
la-lawyers.com,la-lawyers,.com,1,10,1,0,2,lawyers,0,3.0482641851527394,0.4081494613685789,0.13679792483647665
lawyersfast.net,lawyersfast,.net,0,11,0,0,1,lawyers,0,3.56861433513763,0.1705922666241948,0.1421870787938436
lawyersplus.net,lawyersplus,.net,0,11,0,0,1,lawyers,0,4.520683957534152,0.2280375986758019,0.118865966796875
lawyersfree.com,lawyersfree,.com,1,11,0,0,1,lawyers,0,5.088427922943411,0.3503305922712859,0.2102118730545044
lawyers-app.co,lawyers-app,.co,0,11,1,0,2,lawyers,0,1.6908219047716988,0.1632364712468891,0.20589689413706463
lawyersla360.io,lawyersla360,.io,0,12,0,1,1,lawyers,0,1.3225100679773116,0.241243971567392,0.17123599847157797
miamilawyers.com,miamilawyers,.com,1,12,0,0,1,lawyers,0,7.146381131625201,0.1612450560923187,0.33675044775009155
lawyers-best.com,lawyers-best,.com,1,12,1,0,2,lawyers,0,4.052720593953339,0.4988746454531961,0.11751532554626465
lawyersteam.com,lawyersteam,.com,1,11,0,0,1,lawyers,0,2.1189232910031084,0.5416834842079519,0.23261159658432007
bestlawyers.com,bestlawyers,.com,1,11,0,0,1,lawyers,0,8.420685054305746,0.0605540158871961,0.13639847437540692
lawyerssimple.net,lawyerssimple,.net,0,13,0,0,1,lawyers,0,3.558733704398656,0.3659490488928327,0.14376699924468994
lawyerselite24.com,lawyerselite24,.com,1,14,0,1,1,lawyers,0,6.736754699919396,0.4832944749235682,0.17587323983510336
simplelawyerssite1.com,simplelawyerssite1,.com,1,18,0,1,1,lawyers,0,3.457380041661249,0.4709909264114299,0.3033737341562907
globallawyersapp.com,globallawyersapp,.com,1,16,0,0,1,lawyers,0,11.432369423064982,0.2847833666652757,0.21753966808319092
toplawyersnetwork.com,toplawyersnetwork,.com,1,17,0,0,1,lawyers,0,9.518188103875064,0.3814309060709491,0.1926414171854655
hotel.com,hotel,.com,1,5,0,0,1,hotel,1,2.859427731452433,0.0,0.0
hotel-top.net,hotel-top,.net,0,9,1,0,2,hotel,0,5.9473311372757385,0.2785457677431041,0.14681766430536908
trustedhotelservice360.com,trustedhotelservice360,.com,1,22,0,1,1,hotel,0,4.8901626747382405,0.4114026617734136,0.30737847089767456
truehotelzone.co,truehotelzone,.co,0,13,0,0,1,hotel,0,7.547217365912455,0.29421387818179,0.32187183698018396
simplehotel.com,simplehotel,.com,1,11,0,0,1,hotel,0,1.8608733558001556,0.2141446596046859,0.2475544810295105
experthotelhub360.com,experthotelhub360,.com,1,17,0,1,1,hotel,0,5.010976849341093,0.2414391279842265,0.369109312693278
hotelseattle2.com,hotelseattle2,.com,1,13,0,1,1,hotel,0,6.265476808210401,0.5525214159305608,0.3717710574467977
experthotelsite.com,experthotelsite,.com,1,15,0,0,1,hotel,0,1.1557578871653302,0.3438626586936871,0.2393941084543864
hotelhub.com,hotelhub,.com,1,8,0,0,1,hotel,0,1.6323895001937756,0.23381002431804,0.09555002053578696
experthotel.com,experthotel,.com,1,11,0,0,1,hotel,0,0.9767355817047272,0.0159383418518362,0.22397001584370932
quickhotelpro.com,quickhotelpro,.com,1,13,0,0,1,hotel,0,2.8245693184588045,0.361070514106339,0.40550748507181805
hotelpro24.io,hotelpro24,.io,0,10,0,1,1,hotel,0,5.106556761317793,0.3653590385085002,0.19076377153396606
hotelsmart2.io,hotelsmart2,.io,0,11,0,1,1,hotel,0,8.17772693553836,0.2730275527397942,0.34885038932164514
hotelmodern.com,hotelmodern,.com,1,11,0,0,1,hotel,0,3.4710490503395346,0.169033812504728,0.16616582870483398
trustedhotelai1.com,trustedhotelai1,.com,1,15,0,1,1,hotel,0,8.82130066949261,0.4664907327158782,0.2893906831741333
hotelpro360.ai,hotelpro360,.ai,0,11,0,1,1,hotel,0,1.4505446768013042,0.4434312832414475,0.3473905722300212
myhotelnow.com,myhotelnow,.com,1,10,0,0,1,hotel,0,1.194790117882434,0.0419734074504696,0.24864474932352704
hotelmiami1.com,hotelmiami1,.com,1,11,0,1,1,hotel,0,3.211285681103687,0.4768704063986225,0.3272787729899089
prohotelsolutions.net,prohotelsolutions,.net,0,17,0,0,1,hotel,0,4.180535169672759,0.4431499140629653,0.38419743378957116
hotel-solutions.co,hotel-solutions,.co,0,15,1,0,2,hotel,0,3.255621358996416,0.3762820640860328,0.3227690855662028
hotelsmart.com,hotelsmart,.com,1,10,0,0,1,hotel,0,0.9603425262083009,0.0831496988771676,0.2360375722249349
la-hotel.com,la-hotel,.com,1,8,1,0,2,hotel,0,3.147246602948606,0.3978493272959896,0.27845482031504315
hoteltoday.io,hoteltoday,.io,0,10,0,0,1,hotel,0,1.5178855785710568,0.3001986531495152,0.25857766469319665
directhotelsite.net,directhotelsite,.net,0,15,0,0,1,hotel,0,4.96197342374016,0.213075458914187,0.29673169056574505
hotelaustin.com,hotelaustin,.com,1,11,0,0,1,hotel,0,4.136950605254721,0.0294705542140742,0.4021920760472616
secure-hotel.com,secure-hotel,.com,1,12,1,0,2,hotel,0,1.88904635603226,0.3160155763029095,0.2514282862345378
simplehotelexperts.com,simplehotelexperts,.com,1,18,0,0,1,hotel,0,2.439223740620033,0.5319259644457113,0.3272503614425659
experthotelnow.io,experthotelnow,.io,0,14,0,0,1,hotel,0,1.758518840555149,0.1879450854856427,0.25973220666249597
hotel-central.com,hotel-central,.com,1,13,1,0,2,hotel,0,3.1975744615778385,0.1448970070532626,0.15964647134145102
directhotelexperts.io,directhotelexperts,.io,0,18,0,0,1,hotel,0,5.888995220126243,0.3165979176951904,0.27046332756678265
directhotelteam.com,directhotelteam,.com,1,15,0,0,1,hotel,0,1.837791119981411,0.1903448501882909,0.4710878928502401
