domain,sld,tld,is_com,length,has_hyphen,has_digit,token_count,cluster_keyword,exact_match,age_years,true_distance,embedding_distance,S_k,slope_k,alpha_i,gamma_k,log_price_latent,price_latent,sale_prob,sold,log_price_obs,price_obs
globalchatlive.co,globalchatlive,.co,0,14,0,0,1,chat,0,3.713120353895052,0.6685679194734824,,0.75,-1.675,-0.016121491443562886,1.84716024399018,0.3767961281613207,1.4576071140349651,0.149790809244023,0,,
fastchatapp.com,fastchatapp,.com,1,11,0,0,1,chat,0,2.2320671320251697,0.574468503491963,,0.75,-1.675,-0.1377412119556156,1.5728927735373446,0.6255390178779858,1.869253246852868,0.17334226615863874,0,,
chatlocal24.net,chatlocal24,.net,0,11,0,1,1,chat,0,5.537039661877388,0.41371003968777353,,0.75,-1.675,0.2396314306903108,1.717650984800909,0.6966939134960364,2.007106060071721,0.1805960730768321,0,,
simple-chat-guide.com,simple-chat-guide,.com,1,17,1,0,3,chat,0,2.0636733138950394,0.27953146845017496,,0.75,-1.675,0.37446970239384014,1.9260109856870329,1.8777539882857208,6.538802130935142,0.33501878033424065,0,,
lawyers.com,lawyers,.com,1,7,0,0,1,lawyers,1,3.099243765504581,0.0,,0.7103713203404822,-1.639334188306434,0.2555993367574375,1.7133643195385204,2.258382420467023,9.567600288489073,0.39672440039901197,0,,
lawyers-today.com,lawyers-today,.com,1,13,1,0,2,lawyers,0,4.495120015695956,0.3092476871222084,,0.7103713203404822,-1.639334188306434,0.08435008868903597,1.7273702398558821,1.413405187962857,4.109926676012946,0.26685924379393733,1,1.440364695170582,4.222235365093321
lawyersservice.com,lawyersservice,.com,1,14,0,0,1,lawyers,0,5.581475212777764,0.2186079103461853,,0.7103713203404822,-1.639334188306434,0.014197591833376112,1.870190260602821,2.0743366091397473,7.959264603868718,0.36633681870056123,1,2.210177662060026,9.117336053865188
modernlawyersassist1.ai,modernlawyersassist1,.ai,0,20,0,1,1,lawyers,0,1.615787018235159,0.5822199889694091,,0.7103713203404822,-1.639334188306434,-0.11994871751796425,1.7048679678666003,0.32493478851504914,1.383940394229867,0.14522603832676206,0,,
smartlawyersassist.com,smartlawyersassist,.com,1,18,0,0,1,lawyers,0,2.7163776827955943,0.3022528889619665,,0.7103713203404822,-1.639334188306434,0.07349041753362091,1.829372110783544,1.1268955387574913,3.0860610565477815,0.2294935462004318,0,,
global-lawyers-site.com,global-lawyers-site,.com,1,19,1,0,3,lawyers,0,2.496857180692986,0.3905713936839003,,0.7103713203404822,-1.639334188306434,0.5108791903549282,1.8622321094771315,2.6878845467691277,14.700544688962339,0.47041439708484944,0,,
lawyerssolutions.com,lawyerssolutions,.com,1,16,0,0,1,lawyers,0,2.2434221833576506,0.19524450620910708,,0.7103713203404822,-1.639334188306434,-0.29067930439713946,1.806579481404378,1.2208336819127044,3.390012748187941,0.24132728773831372,0,,
modernlawyersteam.com,modernlawyersteam,.com,1,17,0,0,1,lawyers,0,9.576120427699994,0.3072681343392907,,0.7103713203404822,-1.639334188306434,-0.14072851629342578,1.6527052704352452,1.462404548315276,4.316325874269827,0.27362321884116736,0,,
lawyersexpert.net,lawyersexpert,.net,0,13,0,0,1,lawyers,0,4.233330462203555,0.7363710035725836,,0.7103713203404822,-1.639334188306434,-0.0264284903983826,1.7199781875351157,-0.023187853709506268,0.9770789186327751,0.11750922466376658,0,,
trustedlawyersapp.com,trustedlawyersapp,.com,1,17,0,0,1,lawyers,0,1.5581038908264278,0.2438272271145114,,0.7103713203404822,-1.639334188306434,0.350326437718484,1.9853866384747056,2.1879684993839685,8.917079649061565,0.3849897910436676,0,,
expertlawyers.com,expertlawyers,.com,1,13,0,0,1,lawyers,0,5.75873117447475,0.42237824389503015,,0.7103713203404822,-1.639334188306434,0.07815581884327191,1.72905516406986,1.1364745231497304,3.115764424165519,0.23068136742748863,0,,
locallawyersnow.net,locallawyersnow,.net,0,15,0,0,1,lawyers,0,11.86145085894277,0.3632799997356333,,0.7103713203404822,-1.639334188306434,0.34421866344081675,2.0072034063185002,0.9221842013486113,2.51477717533075,0.20514036958372606,0,,
onlinelawyerssolutions.net,onlinelawyerssolutions,.net,0,22,0,0,1,lawyers,0,6.1686447134818225,0.6434202476344438,,0.7103713203404822,-1.639334188306434,0.36193849667626027,1.9050141804347773,0.9828854652226422,2.6721555404398303,0.21215567795154372,0,,
fastlawyers.com,fastlawyers,.com,1,11,0,0,1,lawyers,0,1.3342615869383907,0.39167969568544503,,0.7103713203404822,-1.639334188306434,0.20721288903699314,1.8098226194221636,1.5760462879753958,4.83579861005115,0.28971520956457575,1,1.4574981037266743,4.295199929560661
sflawyers.com,sflawyers,.com,1,9,0,0,1,lawyers,0,2.482980259618198,0.015896271086077628,,0.7103713203404822,-1.639334188306434,-0.3723977657979437,1.792075798072187,1.5694604699785177,4.804055562236099,0.2887674678565146,0,,
mylawyerslive.com,mylawyerslive,.com,1,13,0,0,1,lawyers,0,7.100368538363893,0.41304303328014697,,0.7103713203404822,-1.639334188306434,0.5813828691638501,1.7311111878622178,1.9191920320102465,6.815449578991324,0.34151152835699977,0,,
lawyerssecure.com,lawyerssecure,.com,1,13,0,0,1,lawyers,0,2.171456891019466,0.06622481880474891,,0.7103713203404822,-1.639334188306434,0.49433323488244535,1.761184049000109,2.288545078883909,9.860580872365443,0.4017885227862857,0,,
lawyerssolutions24.com,lawyerssolutions24,.com,1,18,0,1,1,lawyers,0,4.333136552876798,0.18229224176379838,,0.7103713203404822,-1.639334188306434,0.022239017675817842,1.713199123750444,1.5523304455723261,4.722462811303304,0.28631099438442104,0,,
quicklawyerslive.com,quicklawyerslive,.com,1,16,0,0,1,lawyers,0,5.284512812763169,0.35235127739010785,,0.7103713203404822,-1.639334188306434,-0.4836195848692441,1.7632069439668177,0.9520723883962571,2.591073810392299,0.2085728707725297,0,,
lawyersgroup.com,lawyersgroup,.com,1,12,0,0,1,lawyers,0,1.9037806350600732,0.4881287553796856,,0.7103713203404822,-1.639334188306434,-0.5461743552560249,1.6593214649617736,0.5162396724043337,1.6757145518081216,0.16265126129802207,1,0.545655452662324,1.7257391520746517
miamilawyers360.net,miamilawyers360,.net,0,15,0,1,1,lawyers,0,3.2036307832056155,0.5111803551080889,,0.7103713203404822,-1.639334188306434,0.08901046929379859,1.6550353752279199,0.6185403599781022,1.8562166553841277,0.172641379669319,1,0.6186089467177793,1.856343971598707
securelawyersnetwork.co,securelawyersnetwork,.co,0,20,0,0,1,lawyers,0,0.47484805798700613,0.29211500857501815,,0.7103713203404822,-1.639334188306434,-0.24561265474577507,1.8723783092847626,0.7476351348214985,2.1119995120805015,0.18593313210966403,0,,
directlawyers.io,directlawyers,.io,0,13,0,0,1,lawyers,0,1.795650613782139,0.14539784825184515,,0.7103713203404822,-1.639334188306434,-0.6010161966761325,1.6393122773940325,0.8056293512554441,2.2381046096212396,0.19215630647864643,0,,
simplelawyersai.net,simplelawyersai,.net,0,15,0,0,1,lawyers,0,2.8532511804255245,0.4395400846536075,,0.7103713203404822,-1.639334188306434,-0.5527779947770506,1.8391881085519164,0.34898612452760197,1.4176295199262439,0.1473284826230152,0,,
lawyersmiami.com,lawyersmiami,.com,1,12,0,0,1,lawyers,0,1.5703995710311274,0.29785343131357195,,0.7103713203404822,-1.639334188306434,-0.16449390066550293,1.6167464805983132,1.0832787944703954,2.9543503957868813,0.22413937239814252,1,1.1866296666195615,3.2760212961289663
lawyerssf2.com,lawyerssf2,.com,1,10,0,1,1,lawyers,0,8.841413679496052,0.3929541828200796,,0.7103713203404822,-1.639334188306434,0.06822535083384236,1.818668064514433,1.5112090407818728,4.53220710632832,0.2804655163349815,0,,
bestlawyersportal24.com,bestlawyersportal24,.com,1,19,0,1,1,lawyers,0,1.4076408868108334,0.44926826808940723,,0.7103713203404822,-1.639334188306434,0.4919995678555394,1.7516903086609428,1.6436143259975609,5.173835687926391,0.29954405485494995,0,,
lawyersapp.net,lawyersapp,.net,0,10,0,0,1,lawyers,0,2.549693887844193,0.5596100528046754,,0.7103713203404822,-1.639334188306434,0.16947727102139468,1.8740023524966583,0.8266658557269795,2.2856852174248643,0.19445255516522858,0,,
lawyersquick.com,lawyersquick,.com,1,12,0,0,1,lawyers,0,3.591048949713222,0.22501200611566305,,0.7103713203404822,-1.639334188306434,-0.13349158566499503,1.7417374995619799,1.771005366688731,5.8767586897993915,0.31858195203608675,0,,
chicagolawyers.io,chicagolawyers,.io,0,14,0,0,1,lawyers,0,7.883436977536862,0.6562490005529533,,0.7103713203404822,-1.639334188306434,0.13298234518547972,1.6075338518586686,0.23767859403864566,1.2683014876500585,0.13780700045072528,1,0.24837802934160502,1.2819444532242947
fastlawyerssite2.com,fastlawyerssite2,.com,1,16,0,1,1,lawyers,0,1.402817493036923,0.3363633763313402,,0.7103713203404822,-1.639334188306434,0.10169865495603023,1.7532541534014523,1.1388290192858606,3.1231091226023167,0.23097398978703967,0,,
lawyersexperts.com,lawyersexperts,.com,1,14,0,0,1,lawyers,0,6.671857128899839,0.06870089386352789,,0.7103713203404822,-1.639334188306434,0.25884082251857876,1.78106990151622,2.3124558605768613,10.099196442936677,0.4058179973255755,0,,
miami-lawyers.com,miami-lawyers,.com,1,13,1,0,2,lawyers,0,3.340564606657579,0.44735156957366934,,0.7103713203404822,-1.639334188306434,-0.013979739754352504,1.7577388449098428,1.5418609090377866,4.673278730890425,0.2848158229548923,0,,
lawyersnyc.com,lawyersnyc,.com,1,10,0,0,1,lawyers,0,1.8424474237042487,0.10271599282192581,,0.7103713203404822,-1.639334188306434,0.3626692128542386,1.8143056819515675,2.0860347734113245,8.052920119451207,0.36823977133147684,0,,
smartlawyers.com,smartlawyers,.com,1,12,0,0,1,lawyers,0,4.3809346172443835,0.2935965449519089,,0.7103713203404822,-1.639334188306434,0.2885581300796197,1.723146008375928,1.8549525976792822,6.391395276471388,0.3314723894267026,1,1.8940771977226067,6.646412249479027
freelawyersportal.com,freelawyersportal,.com,1,17,0,0,1,lawyers,0,3.741309999503379,0.6161961311134105,,0.7103713203404822,-1.639334188306434,0.02894500127349961,1.6672248032687373,0.5878499270959114,1.800113875550797,0.16959432974579142,0,,
trustedlawyerspro.co,trustedlawyerspro,.co,0,17,0,0,1,lawyers,0,2.3160655761384015,0.19327722224656652,,0.7103713203404822,-1.639334188306434,-0.04172852469306653,1.6883251455272479,0.942063713279676,2.5652699410983892,0.20741873795431479,0,,
bostonlawyers.com,bostonlawyers,.com,1,13,0,0,1,lawyers,0,3.4621204597544994,0.30177961932838665,,0.7103713203404822,-1.639334188306434,0.32191196764664926,1.7270356687100228,2.051370458597601,7.778553991164731,0.362613041043295,1,2.0871842178645608,8.062181825703574
onlinelawyerstoday.com,onlinelawyerstoday,.com,1,18,0,0,1,lawyers,0,2.634812025514284,0.18286819672751425,,0.7103713203404822,-1.639334188306434,-0.24971601133746352,1.7263491669725175,1.4609838486840803,4.310198025638973,0.2734256049765777,1,1.6193346063972243,5.04972914096936
lawyersmodern.com,lawyersmodern,.com,1,13,0,0,1,lawyers,0,3.554130353935108,0.27951894612262346,,0.7103713203404822,-1.639334188306434,-0.5273144902001878,1.9607868449126475,1.4804519079318037,4.394931336548918,0.27614127039888325,0,,
expertlawyersteam.com,expertlawyersteam,.com,1,17,0,0,1,lawyers,0,4.939570601816525,0.016756405687144676,,0.7103713203404822,-1.639334188306434,-0.5293042970893984,1.8687054895990325,1.78681127955146,5.97038419467903,0.32098864446700326,1,1.7035148685812769,5.493221450478591
smartlawyerssolutions.com,smartlawyerssolutions,.com,1,21,0,0,1,lawyers,0,8.598691922769316,0.24020466412499103,,0.7103713203404822,-1.639334188306434,-0.27873106628132815,1.823233792620271,0.8268014402345131,2.285995141939452,0.19446742223846522,0,,
bestlawyerslive.com,bestlawyerslive,.com,1,15,0,0,1,lawyers,0,1.5798196590835472,0.21134808795925145,,0.7103713203404822,-1.639334188306434,0.23087830457203742,1.803978057130669,1.5872580995832828,4.890321753496841,0.2913328900583671,0,,
smartlawyerspro.ai,smartlawyerspro,.ai,0,15,0,0,1,lawyers,0,11.939115479706329,0.15239251560303285,,0.7103713203404822,-1.639334188306434,-0.14797959911345226,1.7922788351205567,1.3351444261654992,3.800544804896532,0.2562790701480492,0,,
securelawyersportal24.com,securelawyersportal24,.com,1,21,0,1,1,lawyers,0,1.0291645126236155,0.5974824254331987,,0.7103713203404822,-1.639334188306434,0.07158060098392907,1.7926970998891643,0.5356836535845515,1.708615944471888,0.16451351563032698,0,,
fastlawyershelp.net,fastlawyershelp,.net,0,15,0,0,1,lawyers,0,3.031110163402871,0.41127538050245305,,0.7103713203404822,-1.639334188306434,-0.17335362480837418,1.7813599405187965,0.5247675668507896,1.6900659753654768,0.16346592401105514,0,,
lawyersmy.com,lawyersmy,.com,1,9,0,0,1,lawyers,0,4.725580090521395,0.48473415397723246,,0.7103713203404822,-1.639334188306434,-0.1705750780943881,1.7715065828673122,1.401051137493648,4.059464780634225,0.2651707494998409,1,1.5130954884137122,4.540764947112412
lawyersbot2.io,lawyersbot2,.io,0,11,0,1,1,lawyers,0,3.9298258842633578,0.24048133350780423,,0.7103713203404822,-1.639334188306434,-0.35891228607890374,1.6009479287083166,0.4872500578681056,1.6278336110918945,0.15990636113034656,0,,
lawyersportal.org,lawyersportal,.org,0,13,0,0,1,lawyers,0,2.2850325929274202,0.3000720823351099,,0.7103713203404822,-1.639334188306434,-0.032163468895490877,1.7387668744265863,1.2517568354856528,3.496480305403372,0.24531261721671682,0,,
bestlawyersai.com,bestlawyersai,.com,1,13,0,0,1,lawyers,0,2.9303640070062476,0.02266080658351568,,0.7103713203404822,-1.639334188306434,-0.0613073075226349,1.7490729918605261,1.8557625227195322,6.396573924423173,0.3315980361187573,0,,
primelawyersteam360.com,primelawyersteam360,.com,1,19,0,1,1,lawyers,0,2.4699537831874845,0.3239375343490005,,0.7103713203404822,-1.639334188306434,0.1444327581136376,1.7083792084907823,1.2407042108070787,3.4580478021523957,0.24388308696114022,0,,
trustedlawyersbot.ai,trustedlawyersbot,.ai,0,17,0,0,1,lawyers,0,2.331195312834942,0.7186791357443391,,0.7103713203404822,-1.639334188306434,0.10069416245410115,1.7238093013740816,0.0749235304168765,1.0778017286843937,0.12482036609341021,0,,
primelawyersapp.com,primelawyersapp,.com,1,15,0,0,1,lawyers,0,5.527641641034794,0.46126929033273306,,0.7103713203404822,-1.639334188306434,-0.06900158333544448,1.7923569776468495,1.237291765767019,3.4462675153039344,0.24344286822798872,1,1.326867797812909,3.769218923174549
prolawyersexperts.com,prolawyersexperts,.com,1,17,0,0,1,lawyers,0,4.113232811975127,0.17143269414201034,,0.7103713203404822,-1.639334188306434,-0.5271310957710614,1.8297042624283826,1.5862442471763307,4.885366201539911,0.29118638917529893,0,,
lawyersworld101.com,lawyersworld101,.com,1,15,0,1,1,lawyers,0,2.1907725470735713,0.11478297060410296,,0.7103713203404822,-1.639334188306434,0.3747028136523972,1.7922359732258613,1.9169378916343918,6.8001039010696225,0.3411567771689771,0,,
onlinelawyersgroup.com,onlinelawyersgroup,.com,1,18,0,0,1,lawyers,0,5.695975798603384,0.06084466935702142,,0.7103713203404822,-1.639334188306434,-0.029765518663308174,1.8276925953641423,1.917188180638008,6.801806105312124,0.3411961582814924,1,1.9789915261621136,7.235442550113541
online-lawyers24.com,online-lawyers24,.com,1,16,1,1,2,lawyers,0,3.9923487327057683,0.5135923359455007,,0.7103713203404822,-1.639334188306434,0.027874941462863866,1.8291056987375611,0.619209760855555,1.857459624417851,0.1727083202733501,1,0.6492313167790188,1.9140689506960864
locallawyersportal.net,locallawyersportal,.net,0,18,0,0,1,lawyers,0,5.407123610318185,0.3527503689876327,,0.7103713203404822,-1.639334188306434,0.5601732730338702,1.7443206087901575,1.4093691619746127,4.093372334486918,0.2663068670885179,1,1.546845435220167,4.6966309626375855
simplelawyerssite.com,simplelawyerssite,.com,1,17,0,0,1,lawyers,0,4.844176709743448,0.7668422639805998,,0.7103713203404822,-1.639334188306434,0.31787774430858257,1.810321653272558,1.1593684525596284,3.1879193179427014,0.2335376837308069,0,,
expertlawyerssite.com,expertlawyerssite,.com,1,17,0,0,1,lawyers,0,2.0190013206607493,0.30221392197099317,,0.7103713203404822,-1.639334188306434,0.15625721958585567,1.6285872579024914,1.6684954039679236,5.304181140444511,0.30321110330149914,0,,
lawyersdirect.net,lawyersdirect,.net,0,13,0,0,1,lawyers,0,2.3723745559077436,0.21333665245204822,,0.7103713203404822,-1.639334188306434,-0.0008070255797889117,1.737551038123684,1.3858919489565662,3.998390675174362,0.26310821548465013,0,,
prolawyers.com,prolawyers,.com,1,10,0,0,1,lawyers,0,5.198531402351848,0.0,,0.7103713203404822,-1.639334188306434,-0.004075942091953565,1.7281489291150818,1.4496761288694824,4.261734039011517,0.27185592214603865,0,,
seattlelawyers.com,seattlelawyers,.com,1,14,0,0,1,lawyers,0,4.788523699688524,0.45920159187940796,,0.7103713203404822,-1.639334188306434,0.08404007420265176,1.8908032004575244,1.3216798431916021,3.7497150228636213,0.25448675489876554,0,,
trustedlawyershub.com,trustedlawyershub,.com,1,17,0,0,1,lawyers,0,3.2787394798936114,0.2641204552373201,,0.7103713203404822,-1.639334188306434,0.14241735404982114,1.7952640396910804,1.4612619953744637,4.311397059700649,0.273464287105246,0,,
primelawyerssite.com,primelawyerssite,.com,1,16,0,0,1,lawyers,0,3.5622644709273175,0.3860442410497069,,0.7103713203404822,-1.639334188306434,0.598990614524447,1.6615407297801525,1.7531932385768556,5.773007865706654,0.31588134267424944,0,,
lawyersassist.org,lawyersassist,.org,0,13,0,0,1,lawyers,0,7.146329994691315,0.3407888207822969,,0.7103713203404822,-1.639334188306434,0.8656431289669838,1.8158637606544306,1.968162338848121,7.157511314999993,0.3492616326616712,1,1.9589491063531905,7.091870346242756
expert-lawyers-site2.com,expert-lawyers-site2,.com,1,20,1,1,3,lawyers,0,2.3281109011801044,0.46205640609831705,,0.7103713203404822,-1.639334188306434,0.10159128189124228,1.8410797238804788,3.026263064211777,20.62003269557142,0.5295615193859857,0,,
lawyersprime.com,lawyersprime,.com,1,12,0,0,1,lawyers,0,4.610140937661217,0.32361426641054275,,0.7103713203404822,-1.639334188306434,-0.7536466252152715,1.7611239425492151,0.7727463219360757,2.165705819471091,0.18860844831064102,0,,
lawyerssite.com,lawyerssite,.com,1,11,0,0,1,lawyers,0,2.940808102975123,0.0841373322577966,,0.7103713203404822,-1.639334188306434,-0.333110565652102,1.8235175306022102,1.9284121409698538,6.878579351184094,0.34296441119852067,1,1.7861293194342895,5.9663140187806345
trustedlawyersportal360.com,trustedlawyersportal360,.com,1,23,0,1,1,lawyers,0,2.913605384548899,0.4550942492484025,,0.7103713203404822,-1.639334188306434,0.6340239086551184,1.5686404655697888,1.3615188897381614,3.9021156864052178,0.2598137573794428,1,1.45325267118844,4.277003600994585
prolawyersapp2.com,prolawyersapp2,.com,1,14,0,1,1,lawyers,0,6.419024192375085,0.3248045909749333,,0.7103713203404822,-1.639334188306434,0.25152841988951125,1.552351268317802,1.0347249792276711,2.8143321293854817,0.21828434493241552,0,,
mylawyersguide.com,mylawyersguide,.com,1,14,0,0,1,lawyers,0,5.448006758496657,0.4602785837405814,,0.7103713203404822,-1.639334188306434,0.14911627053574858,1.674003517368584,1.6478535833724808,5.195815465072146,0.3001670540021672,0,,
onlinelawyers.com,onlinelawyers,.com,1,13,0,0,1,lawyers,0,5.409224741647133,0.4813085358839684,,0.7103713203404822,-1.639334188306434,-0.05839326899166626,1.7802202323223857,1.2606878698078174,3.527847352610449,0.2464718680238994,1,1.268688819737528,3.5561867023184406
lawyers-expert.com,lawyers-expert,.com,1,14,1,0,2,lawyers,0,7.266591116729897,0.18392968639733548,,0.7103713203404822,-1.639334188306434,-0.4161577207290945,1.8908701578410696,1.0865725934308226,2.964097475697839,0.22454058366220858,0,,
onlinelawyerspro.com,onlinelawyerspro,.com,1,16,0,0,1,lawyers,0,3.362222807099876,0.456738433426829,,0.7103713203404822,-1.639334188306434,0.5872264141609257,1.6781828411617654,1.8282199714606167,6.222800032543921,0.3273388099566151,0,,
lawyerspro.com,lawyerspro,.com,1,10,0,0,1,lawyers,0,4.9986695287611695,0.03986277305703164,,0.7103713203404822,-1.639334188306434,-0.2881235880159311,1.700002863609351,1.7883451098037701,5.979548777234988,0.3212227035415554,0,,
expertlawyersmarket.com,expertlawyersmarket,.com,1,19,0,0,1,lawyers,0,2.7561642429055753,0.37576831924685344,,0.7103713203404822,-1.639334188306434,0.2552591357883975,1.7753855675303658,1.634539591861605,5.127096896396456,0.2982129282584595,0,,
lawyersnow.com,lawyersnow,.com,1,10,0,0,1,lawyers,0,4.032956829393255,0.2523580480436603,,0.7103713203404822,-1.639334188306434,-0.45524561941395025,1.728911552674063,0.9080740487870408,2.4795424539656974,0.20353452016284626,1,0.9814819904078111,2.6684078679346617
global-lawyers-world.com,global-lawyers-world,.com,1,20,1,0,3,lawyers,0,3.0707264656850715,0.6079533613088451,,0.7103713203404822,-1.639334188306434,-0.07537203968989675,1.72436179472864,0.6104212996168734,1.8412069351799487,0.17183110159493709,1,0.6805345289340446,1.9749331090301805
lawyerselite2.com,lawyerselite2,.com,1,13,0,1,1,lawyers,0,3.5190729167445456,0.3808449366061368,,0.7103713203404822,-1.639334188306434,0.3475349956585374,1.7345790692778824,1.6447184775884964,5.179551541836341,0.29970624913829913,0,,
lawyers-guide.com,lawyers-guide,.com,1,13,1,0,2,lawyers,0,4.745013206303597,0.2103340187920994,,0.7103713203404822,-1.639334188306434,-0.08739296036337783,1.8734801355939072,1.5888829594734406,4.898274300301556,0.29156777154802105,0,,
prolawyerssolutions.io,prolawyerssolutions,.io,0,19,0,0,1,lawyers,0,2.0320956288685057,0.5759903172328104,,0.7103713203404822,-1.639334188306434,-0.12895745637810968,1.8575877993714356,0.9243496119604309,2.520228600669566,0.20538764101381454,0,,
lawyers-bot.com,lawyers-bot,.com,1,11,1,0,2,lawyers,0,11.651470152658899,0.31487557898939783,,0.7103713203404822,-1.639334188306434,0.003722693922038403,1.7701746020557951,1.3077056435802772,3.6976801760864286,0.2526353546145835,0,,
lawyersinstant2.com,lawyersinstant2,.com,1,15,0,1,1,lawyers,0,1.8155520315738873,0.6919295967023358,,0.7103713203404822,-1.639334188306434,-0.46760101235222473,1.9006554781859575,0.15698252431941223,1.1699751676099328,0.13123167323613397,0,,
austin-lawyers.com,austin-lawyers,.com,1,14,1,0,2,lawyers,0,1.602374885714131,0.25390953805177363,,0.7103713203404822,-1.639334188306434,-0.5334514174661052,1.8090193245978239,1.5854522576781953,4.881498574575878,0.29107197751233305,0,,
lawyerszone.net,lawyerszone,.net,0,11,0,0,1,lawyers,0,6.651660509005192,0.3169749662675514,,0.7103713203404822,-1.639334188306434,0.24998276894287488,1.8606085870354652,1.5160149480875935,4.554040897134929,0.2811449154364215,0,,
quicklawyersapp.com,quicklawyersapp,.com,1,15,0,0,1,lawyers,0,5.338782423417499,0.5730937784343473,,0.7103713203404822,-1.639334188306434,-0.1477734739662299,1.6994533304684956,1.032098299095518,2.8069494792708185,0.21797076258498194,1,1.0808754773877989,2.9472586802467013
truelawyersservice.com,truelawyersservice,.com,1,18,0,0,1,lawyers,0,4.828191129799829,0.5461622602261684,,0.7103713203404822,-1.639334188306434,0.2472696662035097,1.7160028919725412,1.3981664471243787,4.0477713557410695,0.2647774682323961,0,,
lawyersmarket.net,lawyersmarket,.net,0,13,0,0,1,lawyers,0,4.840448131322094,0.23998585906080988,,0.7103713203404822,-1.639334188306434,0.39136405600274776,1.7151464729527084,1.6278657882809617,5.092993584751711,0.2972361560512191,1,1.7246488433084666,5.610550501379558
directlawyersconnect2.org,directlawyersconnect2,.org,0,21,0,1,1,lawyers,0,3.295809906192242,0.5220004935373609,,0.7103713203404822,-1.639334188306434,0.4195249131484122,1.761359276341066,1.0046170558416105,2.7308613051809187,0.2147094494872929,0,,
lawyersbot.ai,lawyersbot,.ai,0,10,0,0,1,lawyers,0,1.9379822938150628,0.44695881975151597,,0.7103713203404822,-1.639334188306434,-0.5673528996017186,1.7730901152396867,-0.3556394547863389,0.7007252178194675,0.09544027984184086,0,,
simplelawyersconnect.com,simplelawyersconnect,.com,1,20,0,0,1,lawyers,0,3.474611710945604,0.4568595265141184,,0.7103713203404822,-1.639334188306434,-0.24424025088886428,1.7942312409601455,0.725045186232213,2.064824399493338,0.18355152766683433,0,,
lawyersaustin.com,lawyersaustin,.com,1,13,0,0,1,lawyers,0,2.211570669095191,0.16064053018367355,,0.7103713203404822,-1.639334188306434,0.1881548574653319,1.9261454457189382,2.1423945554411907,8.51981439041351,0.3774645749842352,1,2.1009847358875238,8.174215393831094
elite-lawyers.com,elite-lawyers,.com,1,13,1,0,2,lawyers,0,5.960008099486921,0.6575811422569697,,0.7103713203404822,-1.639334188306434,0.19355058516627818,1.8259993066123097,0.3625706039834766,1.437018676647397,0.14852705738321653,1,0.40735044619066885,1.5028306746746691
primelawyerslive.com,primelawyerslive,.com,1,16,0,0,1,lawyers,0,3.039720502118301,0.04049040053231602,,0.7103713203404822,-1.639334188306434,0.7873031544687016,1.7271137203124134,2.6668940070285028,14.395188330503972,0.4667555702242172,0,,
lawyersla.io,lawyersla,.io,0,9,0,0,1,lawyers,0,2.0232430249200024,0.13094886889305984,,0.7103713203404822,-1.639334188306434,-0.3176647366315785,1.76803510594792,1.279448885324344,3.5946581107321376,0.24891903356442227,0,,
fastlawyerslive1.com,fastlawyerslive1,.com,1,16,0,1,1,lawyers,0,2.7378378279755724,0.6208525656695888,,0.7103713203404822,-1.639334188306434,0.40885894050893423,1.8886924314016023,1.5878709985939192,4.893319945561874,0.29142147453620093,0,,
lawyersonline.com,lawyersonline,.com,1,13,0,0,1,lawyers,0,4.253571030349215,0.20603390888651282,,0.7103713203404822,-1.639334188306434,0.13029611351348908,1.8308474436807156,1.9894641191198708,7.311614557845563,0.35265820157080124,0,,
bostonlawyers1.com,bostonlawyers1,.com,1,14,0,1,1,lawyers,0,2.367335990583229,0.33092168838472585,,0.7103713203404822,-1.639334188306434,-0.5740825533322145,1.8876396293463107,1.1163926432986226,3.0538180984950625,0.22819610097080814,1,1.1290384750659221,3.0926813797679196
easylawyersnetwork.com,easylawyersnetwork,.com,1,18,0,0,1,lawyers,0,2.027224797014917,0.4109282717866628,,0.7103713203404822,-1.639334188306434,-0.19173533285430822,1.729682395180598,1.45564949887389,4.287267136685985,0.27268441246353864,0,,
fastlawyersplus.com,fastlawyersplus,.com,1,15,0,0,1,lawyers,0,3.842842499073294,0.15432923310332666,,0.7103713203404822,-1.639334188306434,0.09188480431316373,1.7113641331862814,2.031588437559003,7.626190470297405,0.35941868791216475,1,2.2073871352433696,9.091929348643445
truelawyers.com,truelawyers,.com,1,11,0,0,1,lawyers,0,3.845793458033957,0.053235865054779355,,0.7103713203404822,-1.639334188306434,-0.5965283479036929,1.712533480163632,1.3025188743752076,3.678550815094895,0.2519504481086822,0,,
mylawyersportal.com,mylawyersportal,.com,1,15,0,0,1,lawyers,0,2.449377951022404,0.36894807575290095,,0.7103713203404822,-1.639334188306434,-0.7258671017400762,1.736138136981495,0.5740044625832671,1.775362207340275,0.16823377718060328,0,,
lawyershelp.com,lawyershelp,.com,1,11,0,0,1,lawyers,0,2.5027171874395804,0.32909960230516694,,0.7103713203404822,-1.639334188306434,-0.6164349025228252,1.6832344154907464,0.7756634383004282,2.1720326589343544,0.18892114227795756,0,,
lawyerssf.co,lawyerssf,.co,0,9,0,0,1,lawyers,0,3.8161038303022594,0.3013869462359249,,0.7103713203404822,-1.639334188306434,0.09069677927951865,1.7919125012090595,1.2050851911247646,3.337043352434999,0.23931469073423423,0,,
